1459303563.826039,0
1459303563.984035,3
1459303564.106462,0
1459303564.226256,0
1459303564.346771,0
1459303564.467327,0
1459303564.588037,0
1459303564.708451,1
1459303564.836833,0
1459303565.003438,2
1459303565.123609,1
1459303565.245776,1
1459303565.366899,1
1459303565.488556,1
1459303565.647463,1
1459303565.768522,1
1459303565.891058,1
1459303566.012790,2
1459303566.134040,1
1459303566.255592,1
1459303566.376823,1
1459303566.498290,1
1459303566.620835,1
1459303566.749109,1
1459303566.871640,1
1459303566.993304,1
1459303567.114650,2
1459303567.236186,1
1459303567.357902,1
1459303567.479652,0
1459303567.600804,2
1459303567.722574,1
1459303567.843575,1
1459303567.964555,2
1459303568.086770,1
1459303568.207870,1
1459303568.328577,1
1459303568.450949,1
1459303568.572207,1
1459303568.693906,1
1459303568.815803,1
1459303568.947474,2
1459303569.069769,1
1459303569.193082,1
1459303569.315101,1
1459303569.436658,1
1459303569.557926,1
1459303569.680093,1
1459303569.802598,1
1459303569.926441,2
1459303570.047732,1
1459303570.174194,2
1459303570.295384,1
1459303570.418363,1
1459303570.540605,1
1459303570.662538,8
1459303570.784215,1
1459303570.906006,1
1459303571.027396,11
1459303571.149386,6
1459303571.271369,1
1459303571.396342,5
1459303571.519446,18
1459303571.642629,12
1459303571.768369,4
1459303571.890235,15
1459303572.012904,17
1459303572.134827,11
1459303572.256505,1
1459303572.379050,1
1459303572.501373,1
1459303572.622980,6
1459303572.745994,0
1459303572.867312,1
1459303572.989506,2
1459303573.110606,1
1459303573.233411,1
1459303573.357590,1
1459303573.478632,1
1459303573.600572,1
1459303573.722705,1
1459303573.845581,1
1459303573.970334,2
1459303574.093670,1
1459303574.216144,1
1459303574.396577,2
1459303574.520051,1
1459303574.642254,1
1459303574.765442,2
1459303574.887960,1
1459303575.010692,1
1459303575.132496,1
1459303575.255921,1
1459303575.378839,1
1459303575.501197,1
1459303575.624253,1
1459303575.747155,1
1459303575.871014,1
1459303575.993610,2
1459303576.116250,1
1459303576.239687,1
1459303576.362593,1
1459303576.485750,1
1459303576.608424,1
1459303576.733386,1
1459303576.855759,1
1459303576.979079,1
1459303577.101695,1
1459303577.224091,1
1459303577.347282,1
1459303577.471281,1
1459303577.595985,1
1459303577.718571,1
1459303577.844434,1
1459303577.968496,1
1459303578.092507,1
1459303578.216034,1
1459303578.339611,1
1459303578.464428,1
1459303578.590385,1
1459303578.715760,1
1459303578.839428,1
1459303578.963458,2
1459303579.087805,1
1459303579.212315,1
1459303579.335645,1
1459303579.459157,1
1459303579.581696,1
1459303579.705389,1
1459303579.829858,2
1459303579.954803,2
1459303580.077958,1
1459303580.202105,8
1459303580.324560,1
1459303580.449584,1
1459303580.611950,11
1459303580.735185,5
1459303580.858806,1
1459303581.004665,12
1459303581.128134,15
1459303581.252944,8
1459303581.376629,7
1459303581.502084,18
1459303581.628693,14
1459303581.753255,8
1459303581.877509,1
1459303582.000876,1
1459303582.123852,5
1459303582.247900,1
1459303582.372783,1
1459303582.496784,1
1459303582.620929,1
1459303582.746214,1
1459303582.869838,1
1459303582.993349,1
1459303583.118268,1
1459303583.241888,1
1459303583.369803,1
1459303583.494295,1
1459303583.620827,1
1459303583.744171,1
1459303583.868387,1
1459303583.992857,2
1459303584.117450,1
1459303584.243058,1
1459303584.367542,1
1459303584.491756,1
1459303584.616093,1
1459303584.739573,1
1459303584.865379,1
1459303584.990448,1
1459303585.115707,1
1459303585.240606,1
1459303585.366256,1
1459303585.490306,1
1459303585.615282,1
1459303585.802978,1
1459303585.927018,1
1459303586.050822,1
1459303586.174841,1
1459303586.300692,1
1459303586.424122,1
1459303586.548092,1
1459303586.672946,1
1459303586.797504,1
1459303586.921735,1
1459303587.045236,1
1459303587.170170,1
1459303587.295034,1
1459303587.419769,1
1459303587.544134,1
1459303587.669593,1
1459303587.811529,1
1459303587.938068,1
1459303588.063354,1
1459303588.211979,1
1459303588.337794,1
1459303588.466246,1
1459303588.608345,1
1459303588.734789,1
1459303588.860333,1
1459303588.989142,2
1459303589.115736,1
1459303589.243263,1
1459303589.371130,8
1459303589.498559,3
1459303589.625024,1
1459303589.751104,1
1459303589.877304,9
1459303590.003187,1
1459303590.128723,1
1459303590.253622,13
1459303590.379037,14
1459303590.505054,6
1459303590.630577,11
1459303590.762324,19
1459303590.924216,11
1459303591.050411,3
1459303591.175241,1
1459303591.300416,1
1459303591.426497,5
1459303591.551890,1
1459303591.677428,1
1459303591.802708,2
1459303591.928827,1
1459303592.054466,1
1459303592.180706,1
1459303592.307686,1
1459303592.433393,1
1459303592.558190,1
1459303592.685686,1
1459303592.815262,0
1459303592.943736,1
1459303593.071405,1
1459303593.198980,1
1459303593.328408,1
1459303593.457389,1
1459303593.585398,1
1459303593.713381,1
1459303593.845308,0
1459303593.972724,1
1459303594.101143,1
1459303594.228808,1
1459303594.358034,0
1459303594.486445,1
1459303594.613829,1
1459303594.742786,1
1459303594.872181,0
1459303595.001920,1
1459303595.130094,1
1459303595.258327,1
1459303595.387802,1
1459303595.516649,1
1459303595.645256,1
1459303595.773428,1
1459303595.901777,1
1459303596.030352,1
1459303596.158623,1
1459303596.286326,1
1459303596.414335,1
